zatu_handle,zatu_title,reason,bgg_id,bgg_name,score
limit,Limit,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
core-space-crew-booster-poseidon,Core Space Crew Booster: Poseidon,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
wooden-classic-chess,Wooden Classic Chess,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.56521739130434
smart-10,Smart 10,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
raccoon-tycoon,Raccoon Tycoon,"QUALITY_GATE: shrunk=7.19, usersrated=5769",254386,Raccoon Tycoon,100.0
catan-dice-game-clamshell,Catan Dice Game - Clamshell Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.57377049180329
jamaica-2nd-edition,Jamaica 2nd Edition,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
unlock-short-6-the-secrets-of-the-octopus,Unlock! Short 6 - The Secrets of the Octopus,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,85.33333333333333
honey-buzz-fall-flavors-deluxe-edition,Honey Buzz Fall Flavors Deluxe Edition,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
iq-gears,IQ Gears,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.92307692307692
20-strong-board-game-tanglewoods-white-deck,20 Strong Board Game: Tanglewoods: White Deck,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,79.24528301886792
uno-add-on-stack-pack-special-cards,UNO Add-On Stack Pack Special Cards,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.971014492753625
tax-the-rich,Tax the Rich,"QUALITY_GATE: shrunk=6.67, usersrated=556",446492,Tax the Rich,100.0
stranger-things-risk,Stranger Things Risk,"QUALITY_GATE: shrunk=6.49, usersrated=4",429636,Risk: Stranger Things,100.0
one-night-ultimate-vampire,One Night Ultimate Vampire,"QUALITY_GATE: shrunk=6.64, usersrated=2339",180956,One Night Ultimate Vampire,100.0
a-very-civil-whist,A Very Civil Whist,"QUALITY_GATE: shrunk=6.91, usersrated=132",382909,A Very Civil Whist,100.0
hero-realms-the-ancestry,Hero Realms: The Ancestry,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
five-crowns,Five Crowns,"QUALITY_GATE: shrunk=6.15, usersrated=4518",1472,Five Crowns,100.0
canvas-reflections,Canvas: Reflections,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
super-mario-guess-who,Super Mario Guess Who,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.59574468085107
sub-terra-ii-arimas-light-expansion,Sub Terra II: Arima's Light Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.01639344262295
furnace-interbellum,Furnace Interbellum,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
bridgerton-love-letter,Bridgerton - Love Letter,"QUALITY_GATE: shrunk=6.76, usersrated=246",406459,Love Letter: Bridgerton,100.0
stalker-the-board-game,STALKER: The Board Game,"QUALITY_GATE: shrunk=6.50, usersrated=0",471433,The Stalker,100.0
beaks,Beaks,"QUALITY_GATE: shrunk=6.48, usersrated=33",446840,Beaks,100.0
pagan-ancestors-content-pack,Pagan: Ancestors Content Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.82352941176471
gatsby-2,Gatsby,"QUALITY_GATE: shrunk=6.65, usersrated=651",433908,Gatsby,100.0
carcassonne-messenger-mayor-exp-5-2025,Carcassonne: Messenger & Mayor - Exp 5 (2025),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.74193548387098
adventure-pack-the-witcher-old-world-expansion,Adventure Pack - The Witcher: Old World Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.1025641025641
core-space-booster-purge-reinforcements,Core Space Booster: Purge Reinforcements,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.65671641791045
monsdrawsity-card-game,MonsDRAWsity Card Game,"QUALITY_GATE: shrunk=7.00, usersrated=1364",283212,MonsDRAWsity,100.0
vanguards-second-summoner-single-pack,Vanguards Second Summoner Single Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.295081967213115
connect-4-grid-2,Connect 4 Grid,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,78.57142857142857
final-girl-a-demon-in-the-shadows,Final Girl: A Demon in the Shadows,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
hit-the-silk-extra-cargo-expansion,Hit the Silk! Extra Cargo Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.37735849056604
paint-the-roses-board-game,Paint The Roses Board Game,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
bullet-orange,Bullet Orange,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
agricola-ephipparius-deck,Agricola: Ephipparius Deck,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
wild-hunt-the-witcher-old-world-expansion,Wild Hunt - The Witcher: Old World Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.96296296296296
forests-of-pangaea-premium,Forests of Pangaea Premium,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.27272727272727
summoner-wars-chosen-grove-faction-deck,Summoner Wars: Chosen Grove - Faction Deck,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.67164179104478
star-wars-the-deckbuilding-game-rebel-empire-reinforcements-expansion,Star Wars: The Deckbuilding Game – Rebel & Empire Reinforcements Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.86956521739131
star-wars-villainous-project-rook,Star Wars Villainous - Cold Tactics,"QUALITY_GATE: shrunk=6.94, usersrated=94",447381,Star Wars Villainous: Cold Tactics,100.0
robinson-crusoe-mystery-tales-expansion,Robinson Crusoe: Mystery Tales Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.40677966101696
awkward-family-photos-greatest-hits-caption-hilarious-pics-with-memorable-movie-lines,Awkward Family Photos Greatest Hits - Caption Hilarious Pics with Memorable Movie Lines,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.6923076923077
drakesun-rebellion-summoner-wars,Drakesun Rebellion: Summoner Wars,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
escape-the-dark-sector-mission-pack-1-twisted-tech-expansion,Escape the Dark Sector: Mission Pack 1 - Twisted Tech Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.94736842105264
escape-from-the-space-station,Escape from the Space Station,"QUALITY_GATE: shrunk=6.42, usersrated=37",365710,Escape from the Space Station,100.0
hotel,Hotel,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
bitoku-resutoran,Bitoku: Resutoran,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
eternal-empire-zombicide-white-death-expansion,Eternal Empire: Zombicide: White Death Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.857142857142854
alone-against-the-dark-call-of-cthulhu-7th-edition,Call of Cthulhu 7th Edition: Alone Against The Dark  - Paperback,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.971014492753625
sounds-fishy-travel-version,Sounds Fishy Travel Version,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.96551724137932
one-night-ultimate-alien,One Night Ultimate Alien,"QUALITY_GATE: shrunk=6.86, usersrated=1482",204431,One Night Ultimate Alien,100.0
ingenious,Ingenious,"QUALITY_GATE: shrunk=7.09, usersrated=18141",9674,Ingenious,100.0
the-london-game,The London Game,"QUALITY_GATE: shrunk=5.71, usersrated=327",2866,The London Game,100.0
post-box-game,Post Box Game,"QUALITY_GATE: shrunk=6.44, usersrated=3",437571,Post Box Game,100.0
my-first-adventure-finding-the-dragon,My First Adventure: Finding the Dragon,"QUALITY_GATE: shrunk=7.04, usersrated=128",249768,My First Adventure: Finding the Dragon,100.0
lord-of-the-rings-adventure-book-game,Lord of the Rings Adventure Book Game,"QUALITY_GATE: shrunk=7.06, usersrated=1178",379005,The Lord of the Rings Adventure Book Game,100.0
castles-of-mad-king-ludwig-2nd-edition,Castles of Mad King Ludwig 2nd Edition,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
ultimatch,Ultimatch,"QUALITY_GATE: shrunk=6.21, usersrated=227",414176,Ultimatch,100.0
las-vegas,Las Vegas,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
hail-caesar-epic-battles-punic-wars-hannibal-battle-set,Hail Caesar Epic Battles (Punic Wars): Hannibal battle-set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,88.88888888888889
cthulhu-wars-the-daemon-sultan-faction-expansion,Cthulhu Wars: The Daemon Sultan Faction Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.44444444444444
dominion-base-cards,Dominion Base Cards,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.41935483870968
gaia-project-board-game-capstone-edition,Gaia Project Board Game (Capstone Edition),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.85714285714286
the-balthazar-stone,The Balthazar Stone,"QUALITY_GATE: shrunk=6.86, usersrated=57",346323,The Balthazar Stone,100.0
boss-monster-rise-minibosses,Boss Monster Rise of the Minibosses,"QUALITY_GATE: shrunk=6.79, usersrated=933",246855,Boss Monster: Rise of the Minibosses,100.0
cthulhu-wars-high-priests-expansion-2,Cthulhu Wars: High Priests Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.31746031746032
mr-mrs-pocket-edition,Mr &amp; Mrs Pocket Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.07692307692308
hollywood-1947-deluxe,Hollywood 1947 Deluxe,"QUALITY_GATE: shrunk=7.07, usersrated=1089",370621,Hollywood 1947,100.0
murdle-the-game,Murdle The Game,"QUALITY_GATE: shrunk=5.74, usersrated=155",427787,Murdle,100.0
flower-power-pixies-expansion,Flower Power - Pixies Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.15094339622642
takenoko-new-chibis-new-eco-edition,Takenoko New: Chibis - New Eco Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.51612903225806
insider-black,Insider Black,"QUALITY_GATE: shrunk=7.08, usersrated=474",307997,Insider Black,100.0
rise-and-fall-3d,Rise and Fall 3D,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,89.65517241379311
bunny-kingdom-town,Bunny Kingdom Town,"QUALITY_GATE: shrunk=6.88, usersrated=395",457283,Bunny Kingdom Town,100.0
wingspan-speckled-eggs,Wingspan: Speckled Eggs,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.27027027027026
zombicide-2nd-edition-urban-legends-abomination-pack,Zombicide 2nd Edition Urban Legends Abomination Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.81818181818181
crusaders-thy-will-be-done-divine-influence,Crusaders: Thy Will Be Done - Divine Influence,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
robin-hood-friar-tuck-in-danger,Robin Hood: Friar Tuck in Danger,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.0
ticket-to-ride-2025-refresh,Ticket to Ride 2025 Refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.0
forest,Forest,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
times-tables-heroes,Times Tables Heroes,"QUALITY_GATE: shrunk=6.49, usersrated=1",317724,Times Table Heroes,97.2972972972973
tiny-epic-galaxies-blast-off,Tiny Epic Galaxies: Blast Off,"QUALITY_GATE: shrunk=7.19, usersrated=933",317105,Tiny Epic Galaxies BLAST OFF!,100.0
the-bears-and-the-bees,The Bears And The Bees,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
the-birthday-burglary-holiday-hijinks,The Birthday Burglary: Holiday Hijinks,"QUALITY_GATE: shrunk=6.76, usersrated=90",364020,Holiday Hijinks #5: The Birthday Burglary,97.05882352941177
mind-space,Mind Space,"QUALITY_GATE: shrunk=7.15, usersrated=1229",377420,Mind Space,100.0
desert-war-dune-war-for-arrakis-exp,Desert War Dune: War for Arrakis Exp,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.72727272727273
life-in-reterra,Life in Reterra,"QUALITY_GATE: shrunk=6.73, usersrated=758",415513,Life in Reterra,100.0
king-of-tokyo-monster-pack-luchador,King of Tokyo Monster Pack: Luchador,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.0
santorini-board-game-riddle-of-the-sphinx-expansion,Santorini Board Game: Riddle Of The Sphinx Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.46153846153845
dice-pool-party,Dice Pool Party,"QUALITY_GATE: shrunk=6.64, usersrated=380",445045,Dice Pool Party,100.0
battleship-vintage-bookshelf-uk-edition,Battleship Vintage Bookshelf UK Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.84126984126983
savernake-forest,Savernake Forest,"QUALITY_GATE: shrunk=7.02, usersrated=1576",369142,Savernake Forest,100.0
nemesis-game-mat,Nemesis Game Mat,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.86206896551724
rolling-realms,Rolling Realms,"QUALITY_GATE: shrunk=7.09, usersrated=5105",305682,Rolling Realms,100.0
ticket-to-ride-ghost-train-first-journey,Ticket to Ride - Ghost Train (First Journey),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.55555555555556
final-girl-vehicle-pack-1,Final Girl: Vehicle Pack 1,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.82352941176471
mindbug-expansion-beyond-eternity,Mindbug Expansion- Beyond Eternity,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,82.14285714285714
5211-azul-special-edition,5211: Azul Special Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.46938775510203
exploding-kittens-the-board-game,Exploding Kittens The Board Game,"QUALITY_GATE: shrunk=5.99, usersrated=276",447244,Exploding Kittens: The Board Game,100.0
trapwords,Trapwords,"QUALITY_GATE: shrunk=6.98, usersrated=3768",257527,Trapwords,100.0
cat-chaos-card-game,Cat Chaos Card Game,"QUALITY_GATE: shrunk=5.77, usersrated=142",242289,Cat Chaos Card Game: Celebrity Edition,95.0
royal-visit,Royal Visit,"QUALITY_GATE: shrunk=6.70, usersrated=3089",22245,Royal Visit,100.0
the-sock-game-2,The Sock Game,"QUALITY_GATE: shrunk=6.24, usersrated=101",215259,The Sock Game,100.0
vampire-the-masquerade-chapters-character-expansion-lasombra,Vampire: The Masquerade - CHAPTERS. Character expansion - Lasombra,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.06024096385542
detective-city-of-angels-saints-and-sinners,Detective City of Angels: Saints and Sinners,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.64179104477613
mexican-train-dominoes,Mexican Train Dominoes,"QUALITY_GATE: shrunk=6.65, usersrated=34",435934,Mexican Train Dominoes: Double 18,95.0
catan-cities-knights-5-6-player-expansion-6th-edition,CATAN Cities & knights 5-6 Player Expansion 6th Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.24096385542168
betrayal-evil-reigns-in-the-wynters-pale-the-yuletide-tale,Betrayal Evil Reigns in the Wynter's Pale The Yuletide Tale,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,52.94117647058824
ashes-ascendancy-starter-set,Ashes Ascendancy Starter Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.72727272727273
the-game-of-pigeon,The Game of Pigeon,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
deckscape-escape-from-alcatraz,Deckscape: Escape from Alcatraz,"QUALITY_GATE: shrunk=6.74, usersrated=740",295565,Deckscape: Escape from Alcatraz,100.0
